analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
1s295t5qt9228s4,MGI:2141861,Ap2s1,C57BL,E9.5,IMPC_OWT_004_001,0.8157763,Right kidney weight
1s33a7y4di6vz9e,MGI:1926950,Zfp236,C57BL,Middle aged adult,JAX_LDT_003_001,0.2541479,Time mobile light side
1s3ws7wn2lr0608,MGI:95751,Glrb,C57BL,Early adult,IMPC_EYE_061_001,NA,Right anterior chamber depth
1s44hkjtn8a544u,MGI:87994,Aldoa,C57BL,E12.5,IMPC_CSD_005_001,0.2720951,Coat - color - back
1s4sqxb9u426s01,MGI:2684953,Dnah7b,C57BL,Early adult,IMPC_CBC_007_001,0.8915225,Albumin
1s52631971v1022,MGI:1298397,Sncg,C57BL,Late adult,ESLIM_019_001_007,0.3208448,IgE
1s5ecg9eo3v1ls7,MGI:1918968,Telo2,C57BL,Early adult,ESLIM_007_001_011,0.07023063,Centre resting time
1s5qfuie1t5524h,MGI:1920040,Ssbp1,C57BL,Early adult,IMPC_ABR_002_001,0.143892,Click-evoked ABR threshold
1s5z9758c339vz7,MGI:1914228,Luc7l,C57BL,Middle aged adult,ESLIM_007_001_006,0.4303604,Periphery distance travelled
1s69317h9z95d33,MGI:3779462,Plscr5,C57BL,Early adult,M-G-P_026_001_007,0.06381078,Skin pigmentation
1s6fe0afbevi6ex,MGI:1926950,Zfp236,C57BL,Late adult,IMPC_CBC_011_001,0.885898,Iron
1s6nj50wa4k2s46,MGI:1915751,Nsmce2,C57BL,E9.5,IMPC_HEM_004_001,0.7786276,Hematocrit
1s7p5j13ln5k812,MGI:1926950,Zfp236,C57BL,Early adult,M-G-P_026_001_007,0.2717682,Skin pigmentation
1s7wuzp3x9039e2,MGI:1858259,Tomm40,C57BL,Early adult,IMPC_HEM_003_001,0.3382315,Hemoglobin
1s83y0rb72b24o8,MGI:1920136,Yju2,C57BL,E12.5,KMPCIP_CSD_008_001,0.1087254,Coat - color pattern - back
1s840ma828km4br,MGI:3779462,Plscr5,C57BL,Early adult,ESLIM_019_001_001,0.9807566,IgM
1s85015a72480fo,MGI:1920978,Psd,C57BL,Early adult,JAX_OFD_020_001,0.09556688,Distance travelled - total
1s8w0s2855114sh,MGI:1277178,Fam91a1,C57BL,E18.5,IMPC_HEM_029_001,0.8621876,Neutrophil differential count
1s905043v92o863,MGI:3650624,Arid3c,C57BL,Early adult,ESLIM_019_001_003,0.5718009,IgG1
1sb1zocx40h34e5,MGI:1920081,Dhx30,C57BL,Early adult,IMPC_CSD_078_001,0.6448424,Vocalization
1sb2v801l416j52,MGI:2684953,Dnah7b,C57BL,Early adult,IMPC_CSD_074_001,0.6884448,Mouth morphology
1sbt49284236rv1,MGI:2141861,Ap2s1,C57BL,Early adult,M-G-P_007_001_009,0.4081555,Periphery - average Speed
1sci3znjh3fa30s,MGI:2685483,Gsg1l,C57BL,Early adult,ESLIM_005_001_004,0.2099322,Bone Mineral Density (excluding skull)
1sdw28noj6v97i9,MGI:88105,Atp1a1,C57BL,Early adult,IMPC_IMM_054_001,0.3616332,NK Subsets (Q1)
1sf7097v7b73rg2,MGI:1918673,Epg5,C57BL,Early adult,CCP_XRY_063_001,0.2147259,Cervical processes
1sg30h6t47r5o75,MGI:1298397,Sncg,C57BL,Middle aged adult,IMPC_CBC_011_001,0.4947053,Iron
1skuykui95wnm2g,MGI:1278344,Nipsnap1,C57BL,Early adult,KMPCLA_OFD_009_001,0.5020229,Whole arena average speed
1snk5gf71055128,MGI:1298224,Pip5k1c,C57BL,E12.5,IMPC_CSD_078_001,0.1334213,Vocalization
1sp7bp11147qdsj,MGI:1917311,Sdr9c7,C57BL,Early adult,IMPC_EYE_024_001,0.4184028,Retinal Blood Vessels
1sqeh1o93q3x21x,MGI:2442144,Taf5,C57BL,E9.5,IMPC_HEM_019_001,0.156921,Mean platelet volume
1sr98j5k7600447,MGI:1913483,Dmap1,C57BL,E9.5,JAXLA_CSD_012_001,0.171492,Coat - hair distribution - head
1ss8gdx3tt7ewdo,MGI:1914391,Fbxo5,C57BL,E9.5,ESLIM_005_001_004,0.6069953,Bone Mineral Density (excluding skull)
1stj1ehc9479oj3,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_OFD_011_001,0.402462,Periphery resting time
1su97d9ehgu27vq,MGI:3779462,Plscr5,C57BL,Early adult,IMPC_LDT_006_001,0.4898933,Latency to first transition into dark
1svt1z0fju41102,MGI:97616,Plcg2,C3H,Early adult,IMPC_CBC_012_001,0.07689179,Aspartate aminotransferase
1swret3rz9052g4,MGI:2148801,Afg1l,C57BL,Late adult,IMPC_GEL_024_001,0.1587753,Branchial arch morphology
1swudl4he9kpn17,MGI:1914391,Fbxo5,C57BL,Early adult,ESLIM_016_001_007,0.4212401,Mean cell haemoglobin concentration
1t0b2b3x4uta5sd,MGI:1914738,Calcoco1,C57BL,Late adult,JAX_SLW_006_001,0.4111342,Sleep bout lengths standard deviation
1t121not8b5u986,MGI:1914391,Fbxo5,C57BL,E9.5,JAX_OFD_013_001,0.291656,Periphery average speed
1t174979a2b2z51,MGI:2685787,Arhgef33,C57BL,Early adult,IMPC_CSD_010_001,0.8242867,Coat - color pattern - abdomen
1t281w03fyi0c5q,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_LDT_006_001,0.4106259,Latency to first transition into dark
1t330b72j5r16bz,MGI:1914391,Fbxo5,C57BL,E9.5,JAX_OFD_020_001,0.6656755,Distance travelled - total
1t33a7uw4cc9159,MGI:95675,Gch1,C57BL,Early adult,JAX_LDT_005_001,0.08012775,Time mobile dark side
1t343s41c9pr37t,MGI:1341796,Pla2g2d,C57BL,Early adult,JAX_LDT_003_001,0.00002008675,Time mobile light side
1t34598h5if01cu,MGI:1918039,Kynu,C57BL,Early adult,IMPC_CBC_010_001,0.3010301,Phosphorus
1t36xv6kh69rv28,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_CBC_010_001,0.1103842,Phosphorus
1t380dl2r1oftw0,MGI:2443778,Cfap69,C57BL,Early adult,JAX_OFD_020_001,0.5728755,Distance travelled - total
1t64q92rif58tp7,MGI:1929743,Asb2,C57BL,E9.5,ESLIM_015_001_018,0.1685668,Triglyceride
1t6775kx2e25600,MGI:3650624,Arid3c,C57BL,Early adult,KMPCIP_CSD_005_001,0.05549185,Coat - color - back
1t73re07dw9x7xh,MGI:1925868,Acap2,C57BL,Early adult,KMPCLA_OFD_009_001,0.3428227,Whole arena average speed
1t78r09r6d7nnhf,MGI:1915751,Nsmce2,C57BL,Late adult,IMPC_GEL_024_001,0.08576269,Branchial arch morphology
1t7b267r757495w,MGI:1929743,Asb2,C57BL,E12.5,IMPC_ECH_009_001,0.5924644,LVPWd
1t7k695r14s5971,MGI:2137354,Trim9,C57BL,Early adult,IMPC_HEM_037_001,0.4978639,Basophil cell count
1t7q0a8vi27j052,MGI:105077,Hsd17b1,C57BL,Early adult,IMPC_CBC_002_001,0.002921548,Potassium
1t84w9mutey5m1z,MGI:3650624,Arid3c,C57BL,Early adult,IMPC_HEM_039_001,0.0842846,Large Unstained Cell (LUC) count
1t966b0uo9bj2qt,MGI:1913483,Dmap1,C57BL,E12.5,ESLIM_016_001_006,0.1340784,Mean corpuscular haemoglobin
1t9egkv5m6or4o2,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_CBC_007_001,0.7914236,Albumin
1t9u2c9g1lkv4c9,MGI:2682639,Ddx31,C57BL,E18.5,JAX_OFD_020_001,0.691188,Distance travelled - total
1td4572h358ly5a,MGI:1926950,Zfp236,C57BL,Early adult,JAX_OFD_013_001,0.5139323,Periphery average speed
1te9lsa6c31ifd6,MGI:1916274,Snx15,C57BL,Early adult,ESLIM_008_001_008,0.1398263,Locomotor activity
1tf1pjs52e9lon3,MGI:2685787,Arhgef33,C57BL,Early adult,IMPC_HEM_033_001,0.9482973,Monocyte differential count
1th5l45axvcg8g1,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_CBC_012_001,0.2352164,Aspartate aminotransferase
1tjs41c551hv5zc,MGI:2442144,Taf5,C57BL,Early adult,IMPC_LDT_007_001,0.7641091,Percent time in dark
1tn66m969ir326m,MGI:1277178,Fam91a1,C57BL,E18.5,IMPC_CSD_041_002,0.7553016,Hindpaw - size
1to414o2730348i,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_EYE_062_001,0.7545984,Right total retinal thickness
1tp2j6uk8v9e030,MGI:3609246,Lingo3,C57BL,Early adult,UCD_OWT_029_001,0.803799,Body length
1ts926130l369yg,MGI:3650624,Arid3c,C57BL,Early adult,ESLIM_007_001_003,0.6452713,Whole arena resting time
1tstf10e3849u3c,MGI:1914545,Rab3c,C57BL,Early adult,IMPC_HEM_035_001,0.5780115,Eosinophil differential count
1tsth04457tn7rj,MGI:1277178,Fam91a1,C57BL,Early adult,ESLIM_018_001_004,0.9065916,CD25+ percentage of CD4+ T cells
1tvnclw6xpi9292,MGI:2148801,Afg1l,C57BL,Late adult,IMPC_HEM_033_001,0.1152005,Monocyte differential count
1tx26ujcwnk90pi,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_HEM_038_001,0.4235586,Basophil differential count
1u06069g93wz744,MGI:1919669,Fam72a,C57BL,Early adult,KMPCLA_CSD_011_001,0.5077794,Coat - hair distribution - back
1u0x0mpp1m838f5,MGI:103032,Scg3,C57BL,Early adult,ESLIM_018_001_008,0.4715754,NK cell percentage
1u191010sw0nv0r,MGI:1298397,Sncg,C57BL,Late adult,IMPC_GEP_030_002,0.08517111,Edema
1u2951yin6bv337,MGI:1298397,Sncg,C57BL,Early adult,IMPC_HEM_031_001,0.601407,Lymphocyte differential count
1u30ihha2657kgy,MGI:87994,Aldoa,C57BL,E9.5,IMPC_GEO_069_001,0.9988592,Delayed embryonic development
1u318wk0y6j33ae,MGI:96654,Kcna1,C57BL,Early adult,IMPC_CSD_028_001,0.9597252,Snout size
1u35m43nv9pijx5,MGI:1929743,Asb2,C57BL,Early adult,IMPC_HEM_030_001,0.489943,Neutrophil cell count
1u44cghvq37bgx9,MGI:2148801,Afg1l,C57BL,Late adult,IMPC_EYE_023_001,0.7567343,Optic Disc
1u4p9816j61vmi2,MGI:1920211,Slc17a7,C57BL,Early adult,IMPC_EYE_024_001,0.606665,Retinal Blood Vessels
1u4v7i9755ca747,MGI:1197515,Irx1,C57BL,E12.5,IMPC_CSD_030_001,0.3178696,Tremor
1u5e103i39n62l8,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_CBC_016_001,0.3935657,HDL-cholesterol
1u64383s4hf77e6,MGI:1920081,Dhx30,C57BL,Early adult,M-G-P_026_001_007,0.9463912,Skin pigmentation
1u65w372wlz285b,MGI:2442144,Taf5,C57BL,E9.5,IMPC_HEM_002_001,0.564103,Red blood cell count
1u6wb9yzbp365rf,MGI:87994,Aldoa,C57BL,Early adult,IMPC_OFD_009_001,0.6196922,Whole arena average speed
1u7xun2869016p5,MGI:1914391,Fbxo5,C57BL,E9.5,IMPC_OFD_013_001,0.5995504,Periphery average speed
1u8cw0t1w661a38,MGI:2443047,Ttll1,C57BL,Early adult,ESLIM_007_001_008,0.873676,Periphery permanence time
1u8its41si4o6t5,MGI:1918968,Telo2,C57BL,Early adult,IMPC_ACS_035_001,0.4486481,% Pre-pulse inhibition - PPI3
1u94wpv0mi8t1hw,MGI:3779462,Plscr5,C57BL,Early adult,HRWL_OWT_001_001,0.693752,Spleen weight
1uag9b06z395583,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_HEM_027_001,0.4273547,Red blood cell distribution width
1udj8y6qri678b2,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_IMM_054_001,0.5495047,NK Subsets (Q1)
1uj4737jx395r48,MGI:1298224,Pip5k1c,C57BL,E12.5,IMPC_GEO_069_001,0.1676965,Delayed embryonic development
1ujf3p9w7a5w6g8,MGI:1921850,Mrpl47,C57BL,Early adult,JAX_OFD_013_001,0.1550669,Periphery average speed
1ujz34dvu14r09w,MGI:87994,Aldoa,C57BL,E9.5,IMPC_FEA_015_001,0.6131483,Cue Baseline % Freezing Time
1uo06cqg1s18cqo,MGI:1915751,Nsmce2,C57BL,Late adult,IMPC_HEM_001_001,0.4964371,White blood cell count
1up57r0195n9194,MGI:87994,Aldoa,C56BL,E12.5,IMPC_EYE_016_001,0.3093853,Lens
1uq3x578183zs9r,MGI:1925868,Acap2,C57BL,Early adult,HRWL_OWT_001_001,0.6943896,Spleen weight
1ur181wj0814mwc,MGI:1914737,Dhx40,C57BL,Early adult,JAX_OFD_009_001,0.2625331,Whole arena average speed
1usu170n5rno68c,MGI:87870,Acat1,C57BL,Early adult,JAX_OFD_007_001,0.3558655,Whole arena resting time
1uul49fq1560731,MGI:1920136,Yju2,C57BL,E9.5,ESLIM_007_001_008,0.4040192,Periphery permanence time
1uv5a490v44d17u,MGI:1919669,Fam72a,C57BL,Early adult,JAX_SLW_013_001,0.1665182,Breath rate during sleep mean
1uv9ds06o0ve0mp,MGI:2443439,Itgbl1,C57BL,Early adult,IMPC_DXA_002_001,0.1107088,Fat mass
1uxg37ms4uj8910,MGI:2447773,Fam83a,C57BL,Early adult,IMPC_DXA_009_001,0.07437399,Fat/Body weight
1v096wvgf0b83i6,MGI:107416,Supt4a,C57BL,Early adult,KMPCLA_CSD_008_001,NA,Coat - color pattern - back
1v24yhjhzwre99n,MGI:87994,Aldoa,C57BL,Early adult,IMPC_EYE_066_001,0.1800258,Left corneal thickness
1v3pp43g319tm6d,MGI:2141861,Ap2s1,C57BL,E12.5,ESLIM_019_001_002,0.5069856,IgG3
1v3ttaa45xoc3a1,MGI:1278344,Nipsnap1,C52BL,Early adult,IMPC_OFD_022_001,0.9576823,Percentage center time
1v40z44iobc71g8,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_CBC_016_001,0.2012526,HDL-cholesterol
1v4187r9nk3992u,MGI:1298397,Sncg,C57BL,Late adult,JAX_PLC_005_001,0.9088803,Free fatty acids
1v466v66e93b47h,MGI:1929743,Asb2,C57BL,Early adult,IMPC_CSD_028_001,0.4282931,Snout size
1v5138x5z24rc4l,MGI:105077,Hsd17b1,C57BL,Early adult,IMPC_CSD_030_001,0.5125145,Tremor
1v611vtuyztm04v,MGI:1919066,Rnf180,C57BL,Early adult,IMPC_DXA_004_001,0.4059767,Bone Mineral Density (excluding skull)
1v6h431637rlc91,MGI:1921850,Mrpl47,C57BL,E9.5,ESLIM_007_001_008,0.05138624,Periphery permanence time
1v854lpvih04y37,MGI:107416,Supt4a,C57BL,Early adult,IMPC_OWT_004_001,0.6648113,Right kidney weight
1v8br711n6g4z2d,MGI:97616,Plcg2,C3H,Early adult,IMPC_HEM_030_001,0.09533011,Neutrophil cell count
1v8m7i9tkq680ku,MGI:1920136,Yju2,C57BL,E9.5,IMPC_EYE_017_001,0.6463486,Lens Opacity
1v91rr531yq516j,MGI:1920081,Dhx30,C57BL,Early adult,IMPC_CSD_028_001,0.881098,Snout size
1v9kxk60i817drm,MGI:96654,Kcna1,C57BL,Early adult,IMPC_CBC_018_001,0.5008541,Glucose
1vdbka0o216rf94,MGI:3650333,Krtap9-5,C57BL,Early adult,JAX_LDT_005_001,0.460879,Time mobile dark side
1vhan6w080ar394,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_ECH_005_001,0.6496461,Fractional Shortening
1vj3jx78407c0hz,MGI:1929743,Asb2,C57BL,E9.5,UCDLA_HEM_002_001,0.05101972,Red blood cell count
1vkz79k42oef02z,MGI:1926950,Zfp236,C57BL,Early adult,IMPC_EYE_007_001,0.3168395,Cornea
1vmltyi666y560v,MGI:2682639,Ddx31,C57BL,E9.5,ESLIM_011_001_009,0.7589414,PP3 + pulse startle magnitude
1vngr49o55m114i,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_GEO_069_001,0.1845802,Delayed embryonic development
1vnm9mn8j5421a1,MGI:1926950,Zfp236,C57BL,Early adult,ESLIM_018_001_006,0.8082545,Mature B cells IgD+ percentage
1vr2ujk1crm4894,MGI:1341157,Sox30,C57BL,Early adult,ESLIM_018_001_008,0.6587884,NK cell percentage
1vrzxnm5vb75kf3,MGI:1919580,Klhl40,C57BL,Early adult,IMPC_OFD_017_001,0.9662866,Center average speed
1vtth7wu2c31s97,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_CSD_006_001,0.35324,Coat - color - head
1vud32zbtjlr8l9,MGI:1926950,Zfp236,C57BL,Late adult,IMPC_GRS_010_001,0.390016,Forelimb grip strength normalised against body weight
1vv730fq71s7m38,MGI:1929743,Asb2,C57BL,E9.5,UCD_OWT_029_001,0.8047902,Body length
1w0epo00t305359,MGI:1914228,Luc7l,C57BL,Middle aged adult,ESLIM_007_001_008,0.4166747,Periphery permanence time
1w1306hj071745u,MGI:108404,Apbb3,C57BL,Early adult,JAX_PLC_005_001,0.9660226,Free fatty acids
1w18yo2431l114n,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_CBC_016_001,0.3533414,HDL-cholesterol
1w1j5s28m1ufj2s,MGI:1919221,Zswim1,C57BL,Early adult,HRWL_OWT_001_001,0.2192411,Spleen weight
1w26a058602s675,MGI:3650333,Krtap9-5,C57BL,Early adult,IMPC_HWT_008_001,0.504864,Heart weight
1w28oay70w33l8p,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_HEM_029_001,0.2337458,Neutrophil differential count
1w312nz0u8bb8o0,MGI:106014,Nudc,C57BL,Early adult,IMPC_GEL_017_002,0.8996814,Pale yolk sac
1w3d9inwy7ip1ht,MGI:107416,Supt4a,C57BL,E12.5,IMPC_ECH_004_001,NA,Ejection Fraction
1w3o35ael1xp4c5,MGI:1918968,Telo2,C57BL,Early adult,IMPC_ABR_004_001,0.2530852,6kHz-evoked ABR Threshold
1w518cm519014uw,MGI:1197515,Irx1,C57BL,E18.5,IMPC_ACS_035_001,0.159514,% Pre-pulse inhibition - PPI3
1w80f2ae185v104,MGI:1921850,Mrpl47,C57BL,E12.5,IMPC_GEP_030_002,0.3416154,Edema
1wa5596n5ginu34,MGI:103032,Scg3,C57BL,early adult,IMPC_CBC_007_001,0.4690648,Albumin
1wd87n27fz87829,MGI:1934754,Kars1,C57BL,E12.5,IMPC_CSD_078_001,0.1304398,Vocalization
1wg2q725l24a26n,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_CBC_007_001,0.3539645,Albumin
1wgq952156ln87f,MGI:88105,Atp1a1,C57BL,Early adult,KMPCLA_GRS_011_001,0.492689,Forelimb and hindlimb grip strength normalised against body weight
1wh7cemoi755545,MGI:1914545,Rab3c,C57BL,Early adult,IMPC_EYE_017_001,0.9783241,Lens Opacity
1wje82r3qi1lu22,MGI:1921850,Mrpl47,C57BL,E9.5,JAX_SLW_008_001,0.619042,Light sleep bout lengths standard deviation
1wnw37y190b1csy,MGI:96654,Kcna1,C57BL,Early adult,IMPC_HEM_006_001,0.7786542,Mean corpuscular hemoglobin
1wo9v71d0s46r88,MGI:1889272,Cadm1,C57BL,Early adult,HRWLLA_EYE_017_001,0.6814007,Lens Opacity
1wp60dg6f6502q2,MGI:1934754,Kars1,C57BL,Early adult,KMPCLA_OFD_020_001,NA,Distance travelled - total
1wsr56v0uk2o38f,MGI:1914738,Calcoco1,C57BL,Middle aged adult,IMPC_OFD_010_001,0.6672317,Periphery distance travelled
1wu5gjbf0427xn1,MGI:1914228,Luc7l,C57BL,Middle aged adult,IMPC_OFD_013_001,0.9485868,Periphery average speed
1wund5z193d378b,MGI:88105,Atp1a1,C57BL,Early adult,IMPC_OFD_021_001,0.3247886,Number of rears - total
1wv0jet310xt1q9,MGI:1921850,Mrpl47,C57BL,Early adult,JAX_LDT_009_001,0.8548793,Percent time in light
1wvsr65i71cgk2s,MGI:3039629,Slc17a8,C57BL,Early adult,IMPC_DXA_002_001,0.3641347,Fat mass
1ww03ssw202ogrk,MGI:1929743,Asb2,C57BL,E9.5,JAX_SLW_008_001,0.8316721,Light sleep bout lengths standard deviation
1wz211v99b1l9p6,MGI:87994,Aldoa,C57BL,E12.5,IMPC_HEM_031_001,0.560097,Lymphocyte differential count
1x0064e75p50qo0,MGI:1915152,Sumf2,C57BL,Early adult,ESLIM_015_001_018,0.51581,Triglyceride
1x03ftk29448834,MGI:2443439,Itgbl1,C57BL,Early adult,ESLIM_011_001_010,0.1401183,PP4 + pulse startle magnitude
1x16j7647c74d2f,MGI:1923411,Lamp5,C57BL,Early adult,JAX_LDT_008_001,0.8485567,Percent time in dark
1x2r1ml2w0dd552,MGI:2685483,Gsg1l,C57BL,Middle aged adult,IMPC_HEM_001_001,0.4641957,White blood cell count
1x4l2f6b3d4q4m6,MGI:108404,Apbb3,C57BL,Early adult,IMPC_EYE_061_001,0.8849751,Right anterior chamber depth
1x547frd30i3urt,MGI:1922806,Cfap161,C57BL,Early adult,JAX_URI_004_001,0.7420166,Magnesium
1x59u7d64sfq65s,MGI:1918039,Kynu,C57BL,Middle aged adult,UCDIP_GRS_009_001,0.238922,Forelimb and hindlimb grip strength measurement mean
1x640q827g4a5g9,MGI:95413,Ercc2,C57BL,Early adult,ESLIM_015_001_018,0.7734409,Triglyceride
1x668813n1771e4,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_EYE_010_001,0.5564872,Iris/Pupil
1x7007s44on1284,MGI:1929743,Asb2,C57BL,E9.5,JAX_SLW_006_001,0.06272873,Sleep bout lengths standard deviation
1xb41n71two7np3,MGI:1919066,Rnf180,C57BL,Early adult,CCP_XRY_063_001,0.4296036,Cervical processes
1xbba8kfot0ks14,MGI:107416,Supt4a,C57BL,E9.5,UCDLA_HEM_002_001,0.1266211,Red blood cell count
1xd143g2p7w055k,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_GEO_047_002,0.296935,Microphthalmia
1xew30zfv251193,MGI:1918039,Kynu,C57BL,Early adult,IMPC_HEM_037_001,0.06772539,Basophil cell count
1xh3ykpea3fwxm6,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_OFD_007_001,0.9286938,Whole arena resting time
1xk48h7fu2xbln0,MGI:1917311,Sdr9c7,C57BL,Early adult,IMPC_OFD_019_001,0.3410475,Number of center entries
1xm1693151g28u6,MGI:1298224,Pip5k1c,C57BL,E12.5,JAX_OFD_014_001,0.4073328,Center distance travelled
1xm222yp86npb14,MGI:87994,Aldoa,C57BL,E12.5,IMPC_OFD_050_001,0.8603981,Percentage center movement time
1xmpb90o9705mmv,MGI:95413,Ercc2,C57BL,Early adult,IMPC_HEM_036_001,0.6275232,Eosinophil cell count
1xmyo9ng8wduwos,MGI:1915751,Nsmce2,C57BL,E12.5,ESLIM_008_001_001,0.5826189,Body position
1xpw18b3000m1vo,MGI:1298397,Sncg,C57BL,Middle aged adult,M-G-P_007_001_009,0.6813716,Periphery - average Speed
1xq030j60bb9115,MGI:1889272,Cadm1,129SV,Early adult,IMPC_HEM_037_001,0.4143609,Basophil cell count
1xr99j63c074759,MGI:1926950,Zfp236,C57BL,Middle aged adult,IMPC_EYE_024_001,0.7474735,Retinal Blood Vessels
1xt2du72wack02o,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_EYE_010_001,0.5004187,Iris/Pupil
1xwb4fupd636310,MGI:1915751,Nsmce2,C57BL,Late adult,IMPC_EYE_010_001,0.5898217,Iris/Pupil
1xwl03fh5ss63gj,MGI:2682639,Ddx31,C57BL,E12.5,IMPC_HEM_002_001,0.3031598,Red blood cell count
1xz5qul0zbgrhi4,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_EYE_066_001,0.9242669,Left corneal thickness
1y16u803arlwz15,MGI:2443778,Cfap69,C57BL,Early adult,IMPC_HEM_038_001,0.4582522,Basophil differential count
1y187867m6da725,MGI:1914805,Mgat4d,C57BL,Early adult,IMPC_EYE_066_001,0.2930121,Left corneal thickness
1y2ps7189lzwrxh,MGI:1920081,Dhx30,C57BL,E9.5,ESLIM_011_001_010,0.5177261,PP4 + pulse startle magnitude
1y3p40oqn825544,MGI:2141861,Ap2s1,C57BL,E9.5,IMPC_OFD_017_001,0.1345375,Center average speed
1y44618n788v4vs,MGI:1277178,Fam91a1,C57BL,Early adult,ESLIM_019_001_003,0.1482155,IgG1
1y5h0f4bp594zx9,MGI:1298224,Pip5k1c,C57BL,E12.5,ESLIM_007_001_008,0.2770969,Periphery permanence time
1y7o97ctsyh77jh,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_ECG_002_001,0.1468323,HR
1y80z2r0egm99q2,MGI:1915751,Nsmce2,C57BL,Early adult,IMPC_HEM_038_001,0.8662762,Basophil differential count
1yc3362e7t6a277,MGI:2685483,Gsg1l,C57BL,Middle aged adult,IMPC_EYE_024_001,0.2087861,Retinal Blood Vessels
1ye14a2z433s9ty,MGI:2682639,Ddx31,C57BL,E18.5,UCDLA_HEM_002_001,0.3900328,Red blood cell count
1yec468a0a5q14f,MGI:1914391,Fbxo5,C57BL,E9.5,IMPC_HEM_036_001,0.06670833,Eosinophil cell count
1yg29u1916tb5ah,MGI:1920081,Dhx30,C57BL,Early adult,JAX_OFD_007_001,0.00004024397,Whole arena resting time
1yi757322k7hpx1,MGI:2444612,Klhdc7a,C57BL,Early adult,IMPC_CBC_058_001,0.8515792,Cholesterol ratio
1yl85e2528126g4,MGI:1920081,Dhx30,C57BL,E12.5,KMPCLA_CSD_008_001,0.4605676,Coat - color pattern - back
1ym53eru7e6je37,MGI:1913483,Dmap1,C57BL,Early adult,IMPC_ACS_033_001,0.3474435,% Pre-pulse inhibition - PPI1
1yo14n541v8lwft,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_HEM_030_001,0.8009385,Neutrophil cell count
1yp6no0pk93731j,MGI:1914391,Fbxo5,C57BL,E9.5,IMPC_EYE_069_001,0.3604568,Left inner nuclear layer
1yqri6nr53e492g,MGI:1919066,Rnf180,C57BL,Early adult,JAX_LDT_005_001,0.3504211,Time mobile dark side
1yuy48jgjq8g38y,MGI:2682639,Ddx31,C57BL,E12.5,IMPC_CBC_002_001,0.6784856,Potassium
1yv8it50000ygj2,MGI:1197515,Irx1,C57BL,E12.5,KMPCLA_CSD_008_001,0.5273492,Coat - color pattern - back
1yw4t1l71390dj8,MGI:1913483,Dmap1,C57BL,Early adult,IMPC_CSD_029_001,0.8528737,Activity (body position)
1z0olh1p8fg7ff2,MGI:2141861,Ap2s1,C57BL,E9.5,IMPC_ACS_037_001,0.7098247,% Pre-pulse inhibition - Global
1z0rbmz9wmj6w68,MGI:2654470,Ctdsp1,C57BL,Early adult,IMPC_OFD_010_001,0.000007294642,Periphery distance travelled
1z12n49846sm518,MGI:2443439,Itgbl1,C57BL,Late adult,IMPC_HEM_038_001,0.2384078,Basophil differential count
1z12r38g1mjf68e,MGI:1917311,Sdr9c7,C57BL,Early adult,IMPC_ECH_007_001,0.2396103,LVAWd
1z14ul62v5xoyr3,MGI:1919580,Klhl40,C57BL,Early adult,IMPC_CSD_077_001,0.4526939,Contact righting
1z154az91nqt4ez,MGI:1918039,Kynu,C57BL,Middle aged adult,JAX_ROT_002_001,0.8235563,Average duration
1z17895ou21dx3i,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_EYE_026_001,0.1425903,Retinal Blood Vessels Pattern
1z1j576751x6xaw,MGI:1916286,Zg16,C57BL,Early adult,ESLIM_005_001_004,0.2452618,Bone Mineral Density (excluding skull)
1z1q8xj5tr8a6cf,MGI:2682639,Ddx31,C57BL,E18.5,ESLIM_007_001_003,0.5929406,Whole arena resting time
1z207xjse42s57f,MGI:1916286,Zg16,C57BL,Early adult,M-G-P_007_001_005,0.4618464,Whole Arena - average Speed
1z42tcd946st89g,MGI:1926950,Zfp236,C57BL,Early adult,IMPC_CBC_021_001,0.5054503,Lipase
