"","impcParameterOrigId","name","description","parameterId"
"1060",18459,"Hypoxia challenge: start of Unchallenged measurement timestamp",NA,"IMPC_CHL_039_001"
"1061",18460,"Hypoxia challenge: end of Unchallenged measurement timestamp",NA,"IMPC_CHL_040_001"
"1062",18461,"Hypoxia challenge: duration of 10% O2 measurement period",NA,"IMPC_CHL_041_001"
"1063",18462,"Hypoxia challenge: start of 10% O2 measurement timestamp",NA,"IMPC_CHL_042_001"
"1064",18463,"Hypoxia challenge: end of 10% O2 measurement timestamp",NA,"IMPC_CHL_043_001"
"1065",18464,"Hypoxia challenge: duration of 21% O2 measurement period",NA,"IMPC_CHL_044_001"
"1066",18465,"Hypoxia challenge: start of 21% O2 measurement timestamp",NA,"IMPC_CHL_045_001"
"1067",18466,"Hypoxia challenge: end of 21% O2 measurement timestamp",NA,"IMPC_CHL_046_001"
"1068",18467,"Hypoxia challenge: duration of Baseline measurement period",NA,"IMPC_CHL_047_001"
"1069",18468,"Hypoxia challenge: start of Baseline measurement timestamp",NA,"IMPC_CHL_048_001"
"1070",18469,"Hypoxia challenge: end of Baseline measurement timestamp",NA,"IMPC_CHL_049_001"
"1071",46580,"Eye","eye","IMPC_EYE_001_001"
"1072",46581,"Bulging eye","bulging_eye","IMPC_EYE_002_001"
"1073",46582,"Eye Hemorrhage or Blood Presence","eye_hemorrhage_or_blood_presence","IMPC_EYE_003_001"
"1074",46583,"Eyelid morphology","eyelid_morphology","IMPC_EYE_004_001"
"1075",46584,"Eyelid closure","eyelid_closure","IMPC_EYE_005_001"
"1076",46585,"Narrow eye opening","narrow_eye_opening","IMPC_EYE_006_001"
"1077",46586,"Cornea","cornea","IMPC_EYE_007_001"
"1078",46587,"Corneal opacity","corneal_opacity","IMPC_EYE_008_001"
"1079",46588,"Corneal vascularization","corneal_vascularization","IMPC_EYE_009_001"
"1080",46589,"Iris/Pupil","iris_pupil","IMPC_EYE_010_001"
"1081",46590,"Pupil Position","pupil_position","IMPC_EYE_011_001"
"1082",46591,"Pupil Shape","pupil_shape","IMPC_EYE_012_001"
"1083",46592,"Pupil Dilation","pupil_dilation","IMPC_EYE_013_001"
"1084",46593,"Pupil Light Response","pupil_light_response","IMPC_EYE_014_001"
"1085",46594,"Iris Pigmentation","iris_pigmentation","IMPC_EYE_015_001"
"1086",46595,"Lens","lens","IMPC_EYE_016_001"
"1087",46596,"Lens Opacity","lens_opacity","IMPC_EYE_017_001"
"1088",46597,"Fusion between cornea and lens","fusion_between_cornea_and_lens","IMPC_EYE_018_001"
"1089",46598,"Synechia","synechia","IMPC_EYE_019_001"
"1090",46599,"Optic Disc","optic_disc","IMPC_EYE_023_001"
"1091",46600,"Retinal Blood Vessels","retinal_blood_vessels","IMPC_EYE_024_001"
"1092",46601,"Retinal Blood Vessels Structure","retinal_blood_vessels_structure","IMPC_EYE_025_001"
"1093",46602,"Retinal Blood Vessels Pattern","retinal_blood_vessels_pattern","IMPC_EYE_026_001"
"1094",46603,"Persistence of hyaloid vascular system","persistence_of_hyaloid_vascular_system","IMPC_EYE_027_001"
"1095",46604,"Slit Lamp observation","slit_lamp_observation","IMPC_EYE_028_001"
"1096",46605,"Ophthalmoscope Observation","ophthalmoscope_observation","IMPC_EYE_029_001"
"1097",46606,"Slit Lamp Equipment ID","slit_lamp_equipment_id","IMPC_EYE_030_001"
"1098",46607,"Slit Lamp Equipment Manufacturer","slit_lamp_equipment_manufacturer","IMPC_EYE_031_001"
"1099",46608,"Slit Lamp Equipment Model","slit_lamp_equipment_model","IMPC_EYE_032_001"
"1100",46609,"Ophthalmoscope Equipment ID","ophthalmoscope_equipment_id","IMPC_EYE_033_001"
"1101",46610,"Ophthalmoscope Equipment Manufacturer","ophthalmoscope_equipment_manufacturer","IMPC_EYE_034_001"
"1102",46611,"Ophthalmoscope Equipment Model","ophthalmoscope_equipment_model","IMPC_EYE_035_001"
"1103",46612,"Experimenter ID","experimenter_id","IMPC_EYE_036_001"
"1104",46613,"Optical Coherence Tomography Equipment ID","optical_coherence_tomography_equipment_id","IMPC_EYE_037_001"
"1105",46614,"Optical Coherence Tomography Equipment Manufacturer","optical_coherence_tomography_equipment_manufacturer","IMPC_EYE_038_001"
"1106",46615,"Optical Coherence Tomography Equipment Model","optical_coherence_tomography_equipment_model","IMPC_EYE_039_001"
"1107",46616,"Scheimpflug Equipment ID","scheimpflug_equipment_id","IMPC_EYE_040_001"
"1108",46617,"Scheimpflug Equipment Manufacturer","scheimpflug_equipment_manufacturer","IMPC_EYE_041_001"
"1109",46618,"Scheimpflug Equipment Model","scheimpflug_equipment_model","IMPC_EYE_042_001"
"1110",46619,"Dilation Method","dilation_method","IMPC_EYE_043_001"
"1111",46620,"Topical Anesthetic","topical_anesthetic","IMPC_EYE_044_001"
"1112",46621,"General Anesthetic","general_anesthetic","IMPC_EYE_045_001"
"1113",46622,"Date Slit Lamp equipment last calibrated",NA,"IMPC_EYE_046_001"
"1114",46623,"Date Ophthalmoscope equipment last calibrated",NA,"IMPC_EYE_047_001"
"1115",46624,"Date Scheimpflug equipment last calibrated",NA,"IMPC_EYE_048_001"
"1116",46625,"Date OCT equipment last calibrated",NA,"IMPC_EYE_049_001"
"1117",46626,"Images Ophthalmoscopy",NA,"IMPC_EYE_050_001"
"1118",46627,"Images Slit Lamp",NA,"IMPC_EYE_051_001"
"1119",46628,"Sheimpflug Lens description",NA,"IMPC_EYE_052_001"
"1120",46629,"Scheimpflug description",NA,"IMPC_EYE_053_001"
"1121",46630,"Min left eye lens density",NA,"IMPC_EYE_054_001"
"1122",46631,"Max left eye lens density",NA,"IMPC_EYE_055_001"
"1123",46632,"Mean left eye lens density",NA,"IMPC_EYE_056_001"
"1124",46633,"Min right eye lens density",NA,"IMPC_EYE_057_001"
"1125",46634,"Max right eye lens density",NA,"IMPC_EYE_058_001"
"1126",46635,"Mean right eye lens density",NA,"IMPC_EYE_059_001"
"1127",46636,"Right corneal thickness",NA,"IMPC_EYE_060_001"
"1128",46637,"Right anterior chamber depth",NA,"IMPC_EYE_061_001"
"1129",46638,"Right total retinal thickness",NA,"IMPC_EYE_062_001"
"1130",46639,"Right inner nuclear layer",NA,"IMPC_EYE_063_001"
"1131",46640,"Right outer nuclear layer",NA,"IMPC_EYE_064_001"
"1132",46641,"Right posterior chamber depth",NA,"IMPC_EYE_065_001"
"1133",46642,"Left corneal thickness",NA,"IMPC_EYE_066_001"
"1134",46643,"Left anterior chamber depth",NA,"IMPC_EYE_067_001"
"1135",46644,"Left total retinal thickness",NA,"IMPC_EYE_068_001"
"1136",46645,"Left inner nuclear layer",NA,"IMPC_EYE_069_001"
"1137",46646,"Left outer nuclear layer",NA,"IMPC_EYE_070_001"
"1138",46647,"Left posterior chamber depth",NA,"IMPC_EYE_071_001"
"1139",46648,"B-scan of right retina",NA,"IMPC_EYE_072_001"
"1140",46649,"B-scan of left retina",NA,"IMPC_EYE_073_001"
"1141",46650,"VIP of right fundus",NA,"IMPC_EYE_074_001"
"1142",46651,"VIP of left fundus",NA,"IMPC_EYE_075_001"
"1143",46652,"B-scan of right cornea and lens",NA,"IMPC_EYE_076_001"
"1144",46653,"B-scan of left cornea and lens",NA,"IMPC_EYE_077_001"
"1145",46654,"VIP of right eye",NA,"IMPC_EYE_078_001"
"1146",46655,"VIP of left eye",NA,"IMPC_EYE_079_001"
"1147",46656,"Corneal Sclerization",NA,"IMPC_EYE_080_001"
"1148",46657,"Corneal deposits",NA,"IMPC_EYE_081_001"
"1149",46658,"Iris transilumination",NA,"IMPC_EYE_082_001"
"1150",46659,"Vitreous",NA,"IMPC_EYE_083_001"
"1151",46660,"Corneal mineralization",NA,"IMPC_EYE_084_001"
"1152",46661,"Corneal ulcer",NA,"IMPC_EYE_085_001"
"1153",46662,"Lacrimation",NA,"IMPC_EYE_086_001"
"1154",46663,"Right vitreous humor thickness",NA,"IMPC_EYE_087_001"
"1155",46664,"Left vitreous humour thickness",NA,"IMPC_EYE_088_001"
"1156",46665,"Ophthalmoscope Lens Model",NA,"IMPC_EYE_089_001"
"1157",46666,"Right eye diameter",NA,"IMPC_EYE_090_001"
"1158",46667,"Left eye diameter",NA,"IMPC_EYE_091_001"
"1159",46668,"Retina (combined)",NA,"IMPC_EYE_092_001"
"1160",38099,"Tail - presence","tail_presence","IMPC_CSD_001_001"
"1161",38100,"Tail - length","tail_length","IMPC_CSD_002_001"
"1162",38101,"Tail - thickness","tail_thickness","IMPC_CSD_003_001"
"1163",38102,"Tail - morphology","tail_morphology","IMPC_CSD_004_001"
"1164",38103,"Coat - color - back","coat_color_back","IMPC_CSD_005_001"
"1165",38104,"Coat - color - head","coat_color_head","IMPC_CSD_006_001"
"1166",38105,"Coat - color - abdomen","coat_color_abdomen","IMPC_CSD_007_001"
"1167",38106,"Coat - color pattern - back","coat_color_pattern_back","IMPC_CSD_008_001"
"1168",38107,"Coat - color pattern - head","coat_color_pattern_head","IMPC_CSD_009_001"
"1169",38108,"Coat - color pattern - abdomen","coat_color_pattern_abdomen","IMPC_CSD_010_001"
"1170",38109,"Coat - hair distribution - back","coat_hair_distribution_back","IMPC_CSD_011_001"
"1171",38110,"Coat - hair distribution - head","coat_hair_distribution_head","IMPC_CSD_012_001"
"1172",38111,"Coat - hair distribution - abdomen","coat_hair_distribution_abdomen","IMPC_CSD_013_001"
"1173",38112,"Coat - hair texture / appearance - back","coat_hair_texture_appearance_back","IMPC_CSD_014_001"
"1174",38113,"Coat - hair texture / appearance - head","coat_hair_texture_appearance_head","IMPC_CSD_015_001"
"1175",38114,"Coat - hair texture / appearance - abdomen","coat_hair_texture_appearance_abdomen","IMPC_CSD_016_001"
"1176",38115,"Forelimbs - position","forelimbs_position","IMPC_CSD_017_001"
"1177",38116,"Forelimbs - shape","forelimbs_shape","IMPC_CSD_018_001"
"1178",38117,"Forelimbs - size","forelimbs_size","IMPC_CSD_019_001"
"1179",38118,"Hindlimbs - position","hindlimbs_position","IMPC_CSD_020_001"
"1180",38119,"Hindlimbs - shape","hindlimbs_shape","IMPC_CSD_021_001"
"1181",38120,"Hindlimbs - size","hindlimbs_size","IMPC_CSD_022_001"
"1182",38121,"Vibrissae - presence","vibrissae_presence","IMPC_CSD_023_001"
"1183",38122,"Vibrissae - appearance","vibrissae_appearance","IMPC_CSD_024_001"
"1184",38123,"Head size","head_size","IMPC_CSD_025_001"
"1185",38124,"Head morphology","head_morphology","IMPC_CSD_026_001"
"1186",38125,"Ears","ears","IMPC_CSD_027_001"
"1187",38126,"Snout size","snout_size","IMPC_CSD_028_001"
"1188",38127,"Activity (body position)","activity_body_position_","IMPC_CSD_029_001"
"1189",38128,"Tremor","tremor","IMPC_CSD_030_001"
"1190",38129,"Transfer arousal","transfer_arousal","IMPC_CSD_031_001"
"1191",38130,"Locomotor activity","locomotor_activity","IMPC_CSD_032_001"
"1192",38131,"Gait","gait","IMPC_CSD_033_001"
"1193",38132,"Tail elevation","tail_elevation","IMPC_CSD_034_001"
"1194",38133,"Startle response","startle_response","IMPC_CSD_036_001"
"1195",38134,"Unexpected behaviors","unexpected_behaviors","IMPC_CSD_037_001"
"1196",38135,"Trunk curl","trunk_curl","IMPC_CSD_038_001"
"1197",38136,"Limb grasp","limb_grasp","IMPC_CSD_039_001"
"1198",38137,"Forelimb digit - size","forelimb_digit_size","IMPC_CSD_046_001"
"1199",38138,"Hindlimb digit - size","hindlimb_digit_size","IMPC_CSD_047_001"
"1200",38139,"Skin color - whole body","skin_color_whole_body","IMPC_CSD_056_001"
"1201",38140,"Skin color - snout","skin_color_snout","IMPC_CSD_057_001"
"1202",38141,"Skin color - ear","skin_color_ear","IMPC_CSD_058_001"
"1203",38142,"Skin color - front paws","skin_color_front_paws","IMPC_CSD_059_001"
"1204",38143,"Skin color - back paws","skin_color_back_paws","IMPC_CSD_060_001"
"1205",38144,"Skin color - tail","skin_color_tail","IMPC_CSD_061_001"
"1206",38145,"Skin texture - whole body","skin_texture_whole_body","IMPC_CSD_062_001"
"1207",38146,"Skin texture - snout","skin_texture_snout","IMPC_CSD_063_001"
"1208",38147,"Skin texture - ear","skin_texture_ear","IMPC_CSD_064_001"
"1209",38148,"Skin texture - front paws","skin_texture_front_paws","IMPC_CSD_065_001"
"1210",38149,"Skin texture - back paws","skin_texture_back_paws","IMPC_CSD_066_001"
"1211",38150,"Skin texture - tail","skin_texture_tail","IMPC_CSD_067_001"
"1212",38151,"Teeth presence","teeth_presence","IMPC_CSD_068_001"
"1213",38152,"Upper teeth appearance","upper_teeth_appearance","IMPC_CSD_069_001"
"1214",38153,"Lower teeth appearance","lower_teeth_appearance","IMPC_CSD_070_001"
"1215",38154,"Genitalia - presence","genitalia_presence","IMPC_CSD_071_001"
"1216",38155,"Genitalia - size","genitalia_size","IMPC_CSD_072_001"
"1217",38156,"Genitalia - morphology","genitalia_morphology","IMPC_CSD_073_001"
"1218",38157,"Mouth morphology","mouth_morphology","IMPC_CSD_074_001"
"1219",38158,"Upper lip morphology","upper_lip_morphology","IMPC_CSD_075_001"
"1220",38159,"Lower lip morphology","lower_lip_morphology","IMPC_CSD_076_001"
"1221",38160,"Contact righting","contact_righting","IMPC_CSD_077_001"
"1222",38161,"Vocalization","vocalization","IMPC_CSD_078_001"
"1223",38162,"Aggression","aggression","IMPC_CSD_079_001"
"1224",38163,"Head bobbing","head_bobbing","IMPC_CSD_080_001"
"1225",38164,"Experimenter ID",NA,"IMPC_CSD_081_001"
"1226",38165,"Location of test","location_of_test","IMPC_CSD_082_001"
"1227",38166,"Number of animals in cage","number_of_animals","IMPC_CSD_083_001"
"1228",38167,"Number of days since cage changed",NA,"IMPC_CSD_084_001"
"1229",38168,"Images",NA,"IMPC_CSD_085_001"
"1230",38169,"Size of squares in arena",NA,"IMPC_CSD_086_001"
"1231",38170,"Comments (in English)","General comments in English","IMPC_CSD_087_001"
"1232",38171,"Forepaw - size","forepaw_size","IMPC_CSD_040_002"
"1233",38172,"Hindpaw - size","hindpaw_size","IMPC_CSD_041_002"
"1234",38173,"Forepaw - shape","forepaw_shape","IMPC_CSD_042_002"
"1235",38174,"Hindpaw - shape","hindpaw_shape","IMPC_CSD_043_002"
"1236",38175,"Forelimb digit - number","forelimb_digit_number","IMPC_CSD_044_002"
"1237",38176,"Hindlimb digit - number","hindlimb_digit_number","IMPC_CSD_045_002"
"1238",38177,"Forelimb digit - shape","forelimb_digit_shape","IMPC_CSD_048_002"
"1239",38178,"Hindlimb digit - shape","hindlimb_digit_shape","IMPC_CSD_049_002"
"1240",38179,"Forelimb nail - number","forelimb_nail_number","IMPC_CSD_050_002"
"1241",38180,"Hindlimb nail - number","hindlimb_nail_number","IMPC_CSD_051_002"
"1242",38181,"Hindlimb nail - length","hindlimb_nail_length","IMPC_CSD_053_002"
"1243",38182,"Forelimb nail - length","forelimb_nail_length","IMPC_CSD_052_002"
"1244",38183,"Forelimb nail - shape","forelimb_nail_shape","IMPC_CSD_054_002"
"1245",38184,"Hindlimb nail - shape","hindlimb_nail_shape","IMPC_CSD_055_002"
"1246",18547,"Body weight","body_weight","IMPC_ABR_001_001"
"1247",18548,"Click-evoked ABR threshold","click_evoked_abr_threshold","IMPC_ABR_002_001"
"1248",18549,"Click-evoked ABR waveforms (numerical format)","click_evoked_abr_waveforms_numerical_format_","IMPC_ABR_003_001"
"1249",18550,"6kHz-evoked ABR Threshold","6khz_evoked_abr_threshold","IMPC_ABR_004_001"
"1250",18551,"6kHz-evoked ABR waveforms (numerical format)","6khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_005_001"
"1251",18552,"12kHz-evoked ABR Threshold","12khz_evoked_abr_threshold","IMPC_ABR_006_001"
"1252",18553,"12kHz-evoked ABR waveforms (numerical format)","12khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_007_001"
"1253",18554,"18kHz-evoked ABR Threshold","18khz_evoked_abr_threshold","IMPC_ABR_008_001"
"1254",18555,"18kHz-evoked ABR waveforms (numerical format)","18khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_009_001"
"1255",18556,"24kHz-evoked ABR Threshold","24khz_evoked_abr_threshold","IMPC_ABR_010_001"
"1256",18557,"24kHz-evoked ABR waveforms (numerical format)","24khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_011_001"
"1257",18558,"30kHz-evoked ABR Threshold","30khz_evoked_abr_threshold","IMPC_ABR_012_001"
"1258",18559,"30kHz-evoked ABR waveforms (numerical format)","30khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_013_001"
"1259",18560,"Click-evoked + 6 to 30kHz tone waveforms (pdf format)","click_evoked_6_to_30khz_tone_waveforms_pdf_format_","IMPC_ABR_014_001"
"1260",18561,"Audiograms","audiograms","IMPC_ABR_015_001"
"1261",18562,"Preyer Reflex","preyer_reflex","IMPC_ABR_016_001"
"1262",18563,"Click +20dB waveforms (numerical format)","click_20db_waveforms_numerical_format_","IMPC_ABR_017_001"
"1263",18564,"Click +50dB waveforms (numerical format)","click_50db_waveforms_numerical_format_","IMPC_ABR_018_001"
"1264",18565,"Click +20dB+50dB waveforms (pdf format)","click_20db_50db_waveforms_pdf_format_","IMPC_ABR_019_001"
"1265",18566,"P1-N1 amplitude (at each stimulus level)","p1_n1_amplitude_at_each_stimulus_level_","IMPC_ABR_020_001"
"1266",18567,"P3-N3 amplitude (at each stimulus level)","p3_n3_amplitude_at_each_stimulus_level_","IMPC_ABR_021_001"
"1267",18568,"P1 Latency (at each stimulus level)","p1_latency_at_each_stimulus_level_","IMPC_ABR_022_001"
"1268",18569,"N1 Latency (at each stimulus level)","n1_latency_at_each_stimulus_level_","IMPC_ABR_023_001"
"1269",18570,"P3 Latency (at each stimulus level)","p3_latency_at_each_stimulus_level_","IMPC_ABR_024_001"
"1270",18571,"N3 Latency (at each stimulus level)","n3_latency_at_each_stimulus_level_","IMPC_ABR_025_001"
"1271",18572,"P1-P3 Interval (at each stimulus level)","p1_p3_interval_at_each_stimulus_level_","IMPC_ABR_026_001"
"1272",18573,"N1-N3 Interval (at each stimulus level)","n1_n3_interval_at_each_stimulus_level_","IMPC_ABR_027_001"
"1273",18574,"Range of test stimuli used","range_of_test_stimuli_used","IMPC_ABR_028_001"
"1274",18575,"Range of stimulus levels used - Click","range_of_stimulus_levels_used_click","IMPC_ABR_029_001"
"1275",18576,"Range of stimulus levels used - 6kHz","range_of_stimulus_levels_used_6khz","IMPC_ABR_030_001"
"1276",18577,"Range of stimulus levels used - 12kHz","range_of_stimulus_levels_used_12khz","IMPC_ABR_031_001"
"1277",18578,"Range of stimulus levels used - 18kHz","range_of_stimulus_levels_used_18khz","IMPC_ABR_032_001"
"1278",18579,"Range of stimulus levels used - 24kHz","range_of_stimulus_levels_used_24khz","IMPC_ABR_033_001"
"1279",18580,"Range of stimulus levels used - 30kHz","range_of_stimulus_levels_used_30khz","IMPC_ABR_034_001"
"1280",18581,"Extension of stimulus levels","extension_of_stimulus_levels","IMPC_ABR_035_001"
"1281",18582,"Stimulus level step size","stimulus_level_step_size","IMPC_ABR_036_001"
"1282",18583,"Tone Pip Duration","tone_pip_duration","IMPC_ABR_037_001"
"1283",18584,"Tone Pip rise/fall","tone_pip_rise_fall","IMPC_ABR_038_001"
"1284",18585,"Repetition Rate","repetition_rate","IMPC_ABR_039_001"
"1285",18586,"Number averages","number_averages","IMPC_ABR_040_001"
"1286",18587,"Recording Environment","recording_environment","IMPC_ABR_041_001"
"1287",18588,"Anesthetic agent 1","anesthetic_agent_1","IMPC_ABR_042_001"
"1288",18589,"Anesthetic agent 2","anesthetic_agent_2","IMPC_ABR_043_001"
"1289",18590,"Anesthetic agent 1 dosage","anesthetic_agent_1_dosage","IMPC_ABR_044_001"
"1290",18591,"Anesthetic agent 2 dosage","anesthetic_agent_2_dosage","IMPC_ABR_045_001"
"1291",18592,"Anesthetic administration route","anesthetic_administration_route","IMPC_ABR_046_001"
"1292",18593,"Date of Test","date_of_test","IMPC_ABR_047_001"
"1293",18594,"Time of injection","time_of_injection","IMPC_ABR_048_001"
"1294",18595,"Equipment ID","equipment_id","IMPC_ABR_049_001"
"1295",18596,"Equipment manufacturer","equipment_manufacturer","IMPC_ABR_050_001"
"1296",18597,"Equipment model","equipment_model","IMPC_ABR_051_001"
"1297",18598,"Software","software","IMPC_ABR_052_001"
"1298",18599,"Experimenter ID","experimenter_id","IMPC_ABR_053_001"
"1299",18600,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_ABR_054_001"
"1300",90931,"Pipeline ID(s)","pipeline_ids_applicable_to_housing_conditions","IMPC_EXD_003_002"
"1301",90932,"Phenotyping lifestage","phenotyping_lifestage","IMPC_EXD_132_001"
"1302",90933,"Submission Identifier",NA,"IMPC_EXD_133_001"
"1303",90934,"Date effective from","date_effective_from","IMPC_EXD_004_002"
"1304",90935,"Date effective until","date_effective_until","IMPC_EXD_005_002"
"1305",90936,"Control design","control_design","IMPC_EXD_006_001"
"1306",90937,"Control phenotyping design","frequency_of_controls","IMPC_EXD_007_001"
"1307",90938,"Minimum number of male controls","number_male_controls","IMPC_EXD_008_001"
"1308",90939,"Minimum number of female controls","number_female_controls","IMPC_EXD_009_001"
