"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id","check_result"
"MGI:2442707","Tmem72","C57BL","Early adult","IMPC_ECH_005_001",0.33628,"Fractional Shortening","2p8e9kt285k4e3u",""
"MGI:1914391","Fbxo5","C57BL","E9.5","IMPC_LDT_007_001",0.8916278,"Percent time in dark","2p8y8m528w4h526",""
"MGI:1298224","Pip5k1c","C57BL","E12.5","JAX_OFD_013_001",0.3274844,"Periphery average speed","2p9i6o8919syi6u",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","IMPC_HEM_039_001",0.6296107,"Large Unstained Cell (LUC) count","2p9k37kjeu8jn94",""
"MGI:2384902","Rnpep","C57BL","Early adult","ESLIM_015_001_019",0.9350383,"Free fatty acid","2pex73e37jb5vqr",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","IMPC_GEL_032_001",0.4271225,"Embryo Size","2pfybtb4zj7eagb",""
"MGI:87994","Aldoa","C57BL","E9.5","KMPCLA_CSD_011_001",0.8677071,"Coat - hair distribution - back","2ph96q8s81mg51o",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","JAX_SLW_008_001",0.3216293,"Light sleep bout lengths standard deviation","2phl46h3k02wmj2",""
"MGI:1919066","Rnf180","C57BL","Early adult","ESLIM_019_001_002",0.560853,"IgG3","2pi9rkpqlg3ljd3",""
"MGI:1915751","Nsmce2","C57BL","Early adult","CCP_XRY_063_001",0.1438667,"Cervical processes","2piapp85act8d84",""
"MGI:107277","Fyco1","C57BL","Early adult","HRWLLA_EYE_017_001",0.9605395,"Lens Opacity","2pirgg5iz368o73",""
"MGI:1278344","Nipsnap1","C57BL","Early adult","IMPC_CBC_016_001",0.8940637,"HDL-cholesterol","2pk92tic5i30oh3",""
"MGI:1920978","Psd","C57BL","Early adult","IMPC_HEM_038_001",0.3431317,"Basophil differential count","2plc496ztak19h5",""
"MGI:2442707","Tmem72","C57BL","Late adult","IMPC_EYE_069_001",0.3032104,"Left inner nuclear layer","2plsil99cw8387m",""
"MGI:2685483","GSG1L","C57BL","Late adult","M-G-P_013_001_004",0.6737634,"Left Retina Pigmentation","2pmx4q3b2lcb37x",""
"MGI:2685787","Arhgef33","C57BL","Early adult","KMPCLA_OFD_009_001",0.2516722,"Whole arena average speed","2pp50853kj1558e",""
"MGI:3779462","Plscr5","C57BL","Early adult","CCP_XRY_031_001",0.1153016,"Digit integrity","2pqwbs6z9379fx5",""
"MGI:2141861","Ap2s1","C57BL","Early adult","IMPC_GEM_062_001",0.5262646,"Craniofacial morphology","2pr5ont3rb56kv3",""
"MGI:2682639","Ddx31","C57BL","E18.5","IMPC_LDT_006_001",0.4915574,"Latency to first transition into dark","2prc2z4zu2l1072",""
"MGI:1926950","Zfp236","C57BL","Middle aged adult","IMPC_EYE_062_001",0.6589199,"Right total retinal thickness","2ps3ovxdcg750h9",""
"MGI:1277178","Fam91a1","C57BL","E18.5","IMPC_ABR_010_001",0.9925803,"24kHz-evoked ABR Threshold","2ptkfmbqb555nov",""
"MGI:1918039","Kynu","C57BL","Middle aged adult","IMPC_GEL_027_001",0.9287367,"Neural tube closure","2puc29bb84096ls",""
"MGI:2682639","Ddx31","C57BL","E18.5","IMPC_GEL_032_001",0.3722562,"Embryo Size","2pv10n452lz8phr",""
"MGI:1919066","Rnf180","C57BL","Early adult","ESLIM_018_001_008",0.5308117,"NK cell percentage","2pvdthy30t7b445",""
"MGI:1889272","Cadm1","C57BL","Early adult","IMPC_CSD_005_001",0.9592088,"Coat - color - back","2pvg7l4u44r9l27",""
"MGI:1860835","Ak3","C57BL","Early adult","IMPC_OFD_050_001",0.9293704,"Percentage center movement time","2py1s144pd2t2uu",""
"MGI:2685483","Gsg1l","C57BL","Early adult","IMPC_CBC_018_001",0.1224723,"Glucose","2pz56fmh72140rn",""
"MGI:1917311","Sdr9c7","C57BL","E15.5","IMPC_OFD_007_001",0.2545511,"Whole arena resting time","2q087s47893m97l",""
"MGI:1918039","Kynu","C57BL","Late adult","JAX_OFD_010_001",0.9865493,"Periphery distance travelled","2q11d22077g66us",""
"MGI:1934754","Kars1","C57BL","Early adult","HRWL_OWT_001_001",0.2916417,"Spleen weight","2q2974ylz5sbf2f",""
"MGI:1926950","Zfp236","C57BL","Late adult","ESLIM_015_001_019",0.2397965,"Free fatty acid","2q33mpn3fdbznii",""
"MGI:1918673","Epg5","C57BL","early adult","ESLIM_009_001_702",0.4419071,"Forelimb and hindlimb grip strength measurement mean","2q39h61g26b222d","mouse_life_stage invalid value"
"MGI:1926950","Zfp236","C57BL","Late adult","KMPCLA_CBC_004_001",0.07205338,"Urea (Blood Urea Nitrogen - BUN)","2q6ybh86w58uu1i",""
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_DXA_009_001",0.1129656,"Fat/Body weight","2q72hs1a1d15w50",""
"MGI:1914805","Mgat4d","C57BL","Early adult","IMPC_GEL_024_001",0.9051099,"Branchial arch morphology","2q75w0dm590x1x2",""
"MGI:1915152","Sumf2","C57BL","Early adult","IMPC_EYE_062_001",0.3337312,"Right total retinal thickness","2q7cf1v05avfv9o",""
"mgi:3609246","Lingo3","C57BL","Early adult","IMPC_HWT_008_001",0.06313083,"Heart weight","2q844gmcq759uez",""
"MGI:1915751","Nsmce2","C57BL","Late adult","IMPC_OFD_021_001",0.07047865,"Number of rears - total","2q8564vf67eej96",""
"MGI:3650624","Arid3c","C57BL","Early adult","IMPC_HEM_034_001",0.246647,"Monocyte cell count","2qbo3ba65o5834d",""
"MGI:107277","Fyco1","C57BL","Early adult","IMPC_CSD_080_001",0.7082068,"Head bobbing","2qbrwc176682bpu",""
"MGI:1298397","Sncg","C57BL","Late adult","IMPC_HEM_034_001",0.7116101,"Monocyte cell count","2qe8wnk0513i5w8",""
"MGI:1916274","Snx15","C57BL","Early adult","IMPC_EYE_061_001",0.265391,"Right anterior chamber depth","2qej5653osa3467",""
"MGI:1920081","Dhx30","C57BL","e9.5","ESLIM_019_001_001",0.8157888,"IgM","2qel39cb2n8l652","mouse_life_stage invalid value"
"MGI:1913857","Ms4a4d","C57BL","Early adult","IMPC_HEM_004_001",0.8404058,"Hematocrit","2qexs3stetpb315",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","IMPC_HEM_033_001",0.8385929,"Monocyte differential count","2qf3e53479394f1",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_IPG_011_001",0.2839314,"Initial response to glucose challenge","2qf8483d1m34o64",""
"MGI:1916274","Snx15","C57BL","Early adult","JAX_SLW_007_001",0.7820874,"Light sleep bout lengths mean","2qfu07e859nxq49",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","ESLIM_007_001_006",0.9932595,"Periphery distance travelled","2qhw99w729ko04e",""
"MGI:3710243","Myh7b","C57BL","Early adult","UCDLA_HEM_002_001",0.4313811,"Red blood cell count","2qi33832jhg6o50",""
"MGI:1926950","Zfp236","C57BL","Early adult","IMPC_CSD_078_001",0.4779237,"Vocalization","2qk41l97mo9z442",""
"MGI:2143484","Slc6a15","C57BL","Early adult","KMPCLA_OFD_009_001",0.8108271,"Whole arena average speed","2qldk2nx49bv9h7",""
"MGI:2685483","Gsg1l","C57BL","Late adult","IMPC_ECH_012_001",0.9931752,"LVPWs","2qlg9lws42c997b",""
"MGI:1915751","Nsmce2","C57BL","E9.5","IMPC_EYE_067_001",0.8002935,"Left anterior chamber depth","2qn1s97a6ebylcx",""
"MGI:2442144","Taf5","C57BL","Early adult","IMPC_HEM_004_001",0.549737,"Hematocrit","2qnd4166f97v009",""
"MGI:2682639","Ddx31","C57BL","Early adult","IMPC_EYE_016_001",0.8429592,"Lens","2qo966kup3ee4u2",""
"MGI:1920211","Slc17a7","C57BL","Early adult","IMPC_CSD_037_001",0.2087119,"Unexpected behaviors","2qr60v38scagr4x",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","IMPC_GEL_018_001",0.2371887,"Visceral yolk sac morphology","2qt9hmr4h74xf1d",""
"MGI:2148801","Afg1l","C57BL","Middle aged adult","IMPC_IMM_061_001",0.5108929,"T Cells (panel B)","2qvm8dp8z59rc57",""
"MGI:1915751","Nsmce2","C57BL","Late adult","IMPC_HEM_005_001",0.966449,"Mean cell volume","2qvmnqscpj121kz",""
"MGI:1929743","Asb2","C57BL","Early adult","IMPC_CSD_033_001",0.2971468,"Gait","2qwlns24v79xq2n",""
"MGI:1889272","Cadm1","C57BL","Early adult","ESLIM_015_001_018",0.7864163,"Triglyceride","2qz27okf580pld2",""
"MGI:1914228","Luc7l","C57BL","Middle aged adult","IMPC_CSD_078_001",0.8534045,"Vocalization","2qz50h3l067r94q",""
"MGI:1917311","Sdr9c7","C59BL","Early adult","M-G-P_026_001_007",0.2943556,"Skin pigmentation","2r0730ei5uu5t4e","mouse_strain invalid value"
"MGI:2148801","Afg1l","C57BL","Middle aged adult","ESLIM_015_001_019",0.9735144,"Free fatty acid","2r08186gh6947sw",""
"MGI:88105","Atp1a1","C57BL","Early adult","M-G-P_008_001_012",0.7242332,"Tail elevation","2r0d6671b337254",""
"MGI:2141861","Ap2s1","C57BL","E12.5","IMPC_CBC_058_001",0.5472585,"Cholesterol ratio","2r1o45g02x033ex",""
"MGI:1923322","Rnf183","C57BL","Early adult","IMPC_CBC_011_001",0.6384665,"Iron","2r218z92936o87q",""
"MGI:2148801","Afg1l","C57BL","Middle aged adult","ESLIM_015_001_018",0.416321,"Triglyceride","2r22rf45h30fmqp",""
"MGI:2443047","Ttll1","C57BL","Early adult","IMPC_CSD_028_001",0.2377933,"Snout size","2r2351ua9k38z9x",""
"MGI:1914738","Calcoco1","C57BL","Late adult","IMPC_GRS_011_001",0.8859321,"Forelimb and hindlimb grip strength normalised against body weight","2r251707l9b448u",""
"MGI:105077","Hsd17b1","C57BL","Early adult","ESLIM_015_001_018",0.05742605,"Triglyceride","2r311nz85ud2os5",""
"MGI:1918673","Epg5","C57BL","Early adult","M-G-P_007_001_009",0.4768031,"Periphery - average Speed","2r590l5128ueu81",""
"MGI:2685483","Gsg1l","C57BL","Late adult","IMPC_HEM_031_001",0.9931776,"Lymphocyte differential count","2r8ae54p8x4813f",""
"MGI:96080","Mst1","C57BL","Early adult","IMPC_GEO_069_001",0.8432503,"Delayed embryonic development","2r9g4rpq59n1t42",""
"MGI:1915751","Nsmce2","C57BL","E12.5","IMPC_HEM_035_001",0.5041679,"Eosinophil differential count","2ra7feyo0177cvd",""
"MGI:1919221","Zswim1","C57BL","Early adult","IMPC_HEM_001_001",1.998401e-15,"White blood cell count","2rb17inx354a439",""
"MGI:2682639","Ddx31","C57BL","E9.5","IMPC_EYE_062_001",0.2761245,"Right total retinal thickness","2rb8p17jd4s8561",""
"MGI:2143484","Slc6a15","C57BL","Early adult","IMPC_CBC_012_001",0.5032449,"Aspartate aminotransferase","2rdd8poz055k4ji",""
"MGI:2384902","RNPEP","C57BL","Early adult","JAXLA_CSD_007_001",0.7576064,"Coat - color - abdomen","2re2gk13z6lkh5q",""
"MGI:2685787","Arhgef33","C57BL","Early adult","UCD_OWT_029_001",0.8101425,"Body length","2rf9k270f0y6hal",""
"MGI:106014","Nudc","C57BL","Early adult","IMPC_DXA_004_001",0.5291986,"Bone Mineral Density (excluding skull)","2rfe54lsgb2hewn",""
"MGI:106014","Nudc","C57BL","Early adult","IMPC_EYE_066_001",0.5948154,"Left corneal thickness","2rg2839v21d403h",""
"MGI:2154278","Ankrd6","C57BL","Early adult","IMPC_GEL_017_002",0.9061727,"Pale yolk sac","2rk2h6xlg69y122",""
"MGI:2148801","Afg1l","C57BL","Middle aged adult","IMPC_CBC_007_001",0.8165285,"Albumin","2rpb1e77l72y4rd",""
"MGI:1298224","Pip5k1c","C57BL","E12.5","ESLIM_016_001_006",0.7894846,"Mean corpuscular haemoglobin","2rs6z69bj0fsh3j",""
"MGI:1915751","Nsmce2","C57BL","Late adult","IMPC_EYE_027_001",0.1047029,"Persistence of hyaloid vascular system","2ru1538691540vr",""
"MGI:2685483","Gsg1l","C57BL","Late adult","IMPC_ECH_004_001",0.3826402,"Ejection Fraction","2rv3897g9v6omi3",""
"MGI:1926950","Zfp236","C57BL","E9.5","IMPC_OFD_010_001",0.1518844,"Periphery distance travelled","2s0kvrg48p5tz9h",""
"MGI:1920136","Yju2","C57BL","Early adult","JAX_OFD_014_001",0.08082042,"Center distance travelled","2s229i68q265f99",""
"MGI:2148801","Afg1l","C57BL","Early adult","IMPC_CSD_015_001",0.6783781,"Coat - hair texture / appearance - head","2s2p00x3pbjh637",""
"MGI:1918039","Kynu","C57BL","Middle aged adult","JAX_OFD_013_001",0.6833307,"Periphery average speed","2s2w751ejp12uv5",""
"MGI:96654","Kcna1","C57BL","Early adult","IMPC_CSD_078_001",0.300245,"Vocalization","2s40mr7974s360j",""
"MGI:3650624","Arid3c","C57BL","Early adult","ESLIM_008_001_008",0.6214097,"Locomotor activity","2s40u09g452c264",""
"MGI:1920040","Ssbp1","C57BL","Early adult","ESLIM_015_001_018",0.4767094,"Triglyceride","2s585b28870hb45",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_EYE_023_001",0.9899823,"Optic Disc","2s5igzx60lj2su0",""
"MGI:2443047","Ttll1","C57BL","Early adult","IMPC_IPG_010_001",0.1211484,"Fasted blood glucose concentration","2s668045qms4861",""
"MGI:87994","Aldoa","C57BL","E12.5","ESLIM_008_001_012",0.8950058,"Tail elevation","2s68z54pq3n2mk4",""
"MGI:1920040","Ssbp1","C57BL","Early adult","IMPC_CSD_028_001",0.07789431,"Snout size","2s8467073n40305",""
"MGI:1921850","Mrpl47","C57BL","E12.5","KMPCLA_GRS_011_001",0.247213,"Forelimb and hindlimb grip strength normalised against body weight","2s874ntv2doe3a1",""
"MGI:1918968","Telo2","C57BL","Early adult","IMPC_HEM_030_001",0.6518235,"Neutrophil cell count","2s8w964cb5654b0",""
"MGI:107416","Supt4a","C57BL","Early adult","IMPC_OFD_007_001",0.9485782,"Whole arena resting time","2s95swn8t4f06bw",""
"MGI:1934754","Kars1","C57BL","E9.5","HRWLLA_CSD_036_001",0.2845318,"Startle response","2s9666dsm37e34z",""
"MGI:1916823","Hilpda","C57BL","Early adult","JAX_OFD_007_001",0.1015668,"Whole arena resting time","2saav0jiv65n6p6",""
"MGI:2137600","Rcc1l","C57BL","Early adult","KMPCLA_OFD_020_001",0.9744778,"Distance travelled - total","2scivvxsga8s390",""
"MGI:1298397","Sncg","C57BL","middle aged adult","KMPCIP_CSD_005_001",0.3018637,"Coat - color - back","2sh9n58dfh835wr","mouse_life_stage invalid value"
"MGI:1929743","Asb2","C57BL","E12.5","IMPC_HEM_005_001",0.1032487,"Mean cell volume","2shm1oikpf3yd38",""
"MGI:3710243","Myh7b","C57BL","Early adult","KMPCLA_CSD_005_001",0.7413636,"Coat - color - back","2sk3cr7dz6r2mk6",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_EYE_067_001",0.4732891,"Left anterior chamber depth","2snjbdf0619rfxh",""
"MGI:1926950","Zfp236","C57BL","Early adult","IMPC_ACS_036_001",0.3420419,"% Pre-pulse inhibition - PPI4","2sp47g589gw900k",""
"MGI:97616","Plcg2","C3H","Early adult","IMPC_OFD_013_001",0.4441694,"Periphery average speed","2sp7k8q4y238iii",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","JAX_URI_004_001",0.3531458,"Magnesium","2sp9fe275ehnx06",""
"MGI:95791","Got1","C57BL","Early adult","IMPC_OFD_022_001",0.4174263,"Percentage center time","2sqg8h79tr1w41p",""
"MGI:107416","Supt4a","C57BL","Early adult","ESLIM_011_001_009",0.7413682,"PP3 + pulse startle magnitude","2srmzyv5utq37rr",""
"MGI:88105","Atp1a1","C57BL","Early adult","JAXLA_CSD_012_001",0.07728466,"Coat - hair distribution - head","2svxo711mwq8ti5",""
"MGI:107277","Fyco1","C57BL","Early adult","ESLIM_015_001_019",0.371513,"Free fatty acid","2sw75qb9675s095",""
"MGI:2148801","Afg1l","C57BL","Early adult","IMPC_ECH_010_001",0.8945691,"LVAWs","2szk0u574dg0za5",""
"MGI:1913483","Dmap1","C57BL","E9.5","IMPC_HEM_034_001",0.4225459,"Monocyte cell count","2t005p48jo63934",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_CSD_030_001",0.1561641,"Tremor","2t02ec8w5y0wzru",""
"MGI:1914807","Larp6","C57BL","Early adult","IMPC_CSD_074_001",0.8423806,"Mouth morphology","2t13viadf334en7",""
"MGI:3779462","Plscr5","C57BL","Early adult","ESLIM_005_001_004",0.7027916,"Bone Mineral Density (excluding skull)","2t14y9886ve985s",""
"MGI:1914738","Calcoco1","C57BL","Late adult","M-G-P_013_001_008",0.3838513,"Right Retina Pigmentation","2t1f7399ic2s76l",""
"MGI:1926950","Zfp236","C57BL","Early adult","IMPC_GEL_032_001",0.8635474,"Embryo Size","2t25ehk90o4if5i",""
"MGI:1298224","Pip5k1c","C57BL","E12.5","M-G-P_008_001_012",0.529326,"Tail elevation","2t2c24hou6c5430",""
"MGI:96654","Kcna1","C57BL","Early adult","IMPC_GEM_062_001",1.027907,"Craniofacial morphology","2t3cn72f090tqtd","pvalue out of range 0-1"
"MGI:95751","Glrb","C57BL","E15.5","IMPC_EYE_017_001",0.164673,"Lens Opacity","2t40i5m568s6fgq",""
"MGI:1921850","Mrpl47","C57BL","E12.5","IMPC_CBC_023_001",0.2603424,"Alpha-amylase","2t43meb0i8x8em7",""
"MGI:2145316","Txndc5","C57BL","Early adult","IMPC_EYE_062_001",0.9777718,"Right total retinal thickness","2t46n609248q6it",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_CSD_007_001",0.8471702,"Coat - color - abdomen","2t47l8q1658705u",""
"MGI:1921850","Mrpl47","C57BL","E9.5","IMPC_CBC_013_001",0.8651645,"Alanine aminotransferase","2t5187u34o2u8x6",""
"MGI:1914738","Calcoco1","C57BL","Middle aged adult","ESLIM_018_001_004",0.8395715,"CD25+ percentage of CD4+ T cells","2t5gvmo4mwl1y0k",""
"MGI:1934754","Kars1","C57BL","Early adult","JAX_LDT_006_001",0.6966812,"Fecal boli","2t5zc81y2457855",""
"MGI:2682639","Ddx31","C57BL","E12.5","IMPC_EYE_083_001",0.6653731,"Vitreous","2t7136a0af4pvj2",""
"MGI:1889272","Cadm1","C57BL","Early adult","ESLIM_016_001_006",0.9849937,"Mean corpuscular haemoglobin","2t7344bzsum7679",""
"MGI:107416","Supt4a","C57BL","E12.5","IMPC_DXA_004_001",0.273754,"Bone Mineral Density (excluding skull)","2t7n1hm933az2t9",""
"MGI:1929743","Asb2","C57BL","E12.5","IMPC_HEM_039_001",0.4115653,"Large Unstained Cell (LUC) count","2t803sqgjj727j8",""
"MGI:1920136","Yju2","C57BL","E9.5","IMPC_ACS_036_001",0.1533511,"% Pre-pulse inhibition - PPI4","2t830b1992501x9",""
"MGI:2443439","Itgbl1","C57BL","Late adult","IMPC_CSD_030_001",0.7945684,"Tremor","2t8xle8o7v1og78",""
"MGI:1298397","Sncg","C57BL","Early adult","IMPC_OFD_022_001",0.5383084,"Percentage center time","2t9980h58r4u9r6",""
"MGI:2442707","Tmem72","C57BL","Early adult","IMPC_HEM_031_001",0.05097805,"Lymphocyte differential count","2ta0p6k2279h5ov",""
"MGI:2685787","Arhgef33","C57BL","Early adult","IMPC_HEM_003_001",0.6822895,"Hemoglobin","2tb4ysi4j894nmz",""
"MGI:1915751","Nsmce2","C57BL","E12.5","IMPC_CBC_021_001",0.4121968,"Lipase","2td7f69g682136b",""
"MGI:2143484","Slc6a15","C57BL","Early adult","IMPC_GRS_009_001",0.7486019,"Forelimb and hindlimb grip strength measurement mean","2te79oh2i5o49e2",""
"MGI:1929743","Asb2","C57BL","E9.5","JAX_SLW_007_001",0.7842258,"Light sleep bout lengths mean","2te99o235212tk3",""
"MGI:1916274","Snx15","C57BL","Early adult","IMPC_EYE_066_001",0.5343675,"Left corneal thickness","2tg38d812022823",""
"MGI:1277178","Fam91a1","C57BL","E18.5","JAX_LDT_009_001",0.7735779,"Percent time in light","2tg7s35480h0810",""
"MGI:2443778","Cfap69","C57BL","Early adult","IMPC_DXA_004_001",0.9845748,"Bone Mineral Density (excluding skull)","2tgx5c529w86u26",""
"MGI:1920211","Slc17a7","C57BL","E18.5","M-G-P_026_001_007",0.3659261,"Skin pigmentation","2tiuiwjfsa850pk",""
"MGI:1934754","Kars1","C57BL","Early adult","IMPC_HEM_029_001",1.18031,"Neutrophil differential count","2tk1c84897c1g66","pvalue out of range 0-1"
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_DXA_008_001",0.4127402,"Lean/Body weight","2tnu2fiz959237n",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","KMPCLA_CSD_011_001",0.682373,"Coat - hair distribution - back","2to485s2071ny44",""
"MGI:1913483","Dmap1","C57BL","Early adult","IMPC_OFD_010_001",0.9921304,"Periphery distance travelled","2ton9xl9f3t74bg",""
"MGI:1926950","Zfp236","C57BL","Late adult","IMPC_HWT_008_001",0.2827216,"Heart weight","2tp3p3550iu5337",""
"MGI:107277","Fyco1","C57BL","Early adult","JAX_LDT_006_001",0.8622379,"Fecal boli","2tq95eq9p0s95fz",""
"MGI:1913857","Ms4a4d","C57BL","Early adult","KMPCIP_CSD_008_001",0.9769311,"Coat - color pattern - back","2trpgkl1soh6388",""
"MGI:1923411","Lamp5","C57BL","Early adult","IMPC_OFD_013_001",0.5140887,"Periphery average speed","2tt79ki67c6p42l",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","IMPC_LDT_006_001",0.546829,"Latency to first transition into dark","2tw4cb3y75ma3x4",""
"MGI:2384902","Rnpep","C57BL","Early adult","IMPC_CSD_016_001",0.1843532,"Coat - hair texture / appearance - abdomen","2tzb7ktt8231f4m",""
"MGI:2447773","Fam83a","C57BL","Early adult","IMPC_CBC_004_001",0.7585605,"Urea (Blood Urea Nitrogen - BUN)","2tze151m938vb96",""
"MGI:1341851","Msl3","C57BL","Early adult","M-G-P_013_001_004",0.1045904,"Left Retina Pigmentation","2u0ot4530j495jr",""
"MGI:96654","Kcna1","C57BL","","IMPC_HEM_004_001",0.3495353,"Hematocrit","2u0pk2y86j56645","mouse_life_stage length error; mouse_life_stage invalid value"
"MGI:2447773","FAM83A","C57BL","Early adult","ESLIM_011_001_010",0.3275068,"PP4 + pulse startle magnitude","2u23u78295t8b94",""
"MGI:1889272","Cadm1","C57BL","Early adult","ESLIM_015_001_017",0.1358577,"Total cholesterol","2u2kk80r2m529l5",""
"MGI:1913483","Dmap1","C57BL","E12.5","IMPC_GEL_024_001",0.7296757,"Branchial arch morphology","2u38b0w0pg4h000",""
"MGI:1926154","Cfap20dc","C57BL","Early adult","IMPC_ECG_002_001",0.8521979,"HR","2u42l11o0da9g09",""
"MGI:1917311","Sdr9c7","C57BL","Early adult","ESLIM_011_001_009",0.3317485,"PP3 + pulse startle magnitude","2u52htnksecgg10",""
"MGI:3609246","Lingo3","C57BL","Early adult","IMPC_HEM_002_001",0.6822633,"Red blood cell count","2u6154u25ed2s80",""
"MGI:1923322","Rnf183","C57BL","Early adult","M-G-P_013_001_007",0.810576,"Right Retina","2u6l2r7xeg52i40",""
"MGI:1914391","Fbxo5","C57BL","Early adult","IMPC_EYE_059_001",0.09099529,"Mean right eye lens density","2u8wloai4qzn8cb",""
"MGI:2148801","Afg1l","C57BL","Middle aged adult","ESLIM_007_001_006",0.7798569,"Periphery distance travelled","2ub78fd540320wy",""
"MGI:1917311","Sdr9c7","C57BL","E15.5","ESLIM_008_001_001",0.9861108,"Body position","2ucn3895f0sis76",""
"MGI:2154278","Ankrd6","C57BL","Early adult","IMPC_GRS_011_001",0.1455611,"Forelimb and hindlimb grip strength normalised against body weight","2ump171497tva14",""
"MGI:1298397","Sncg","C57BL","Early adult","IMPC_GRS_009_001",0.5876139,"Forelimb and hindlimb grip strength measurement mean","2uni16pzy0x3498",""
"MGI:2443439","Itgbl1","C57BL","Early adult","JAX_OFD_021_001",0.9925,"Number of rears - total","2upq2x79341h5c7",""
"MGI:1913483","Dmap1","C57BL","E9.5","IMPC_HEM_035_001",0.1196166,"Eosinophil differential count","2ur271h954qh87z",""
"MGI:1926950","Zfp236","C57BL","E15.5","ESLIM_015_001_017",0.9896886,"Total cholesterol","2ur4i47w154j14i",""
"MGI:95751","Glrb","C57BL","E15.5","HRWLLA_CSD_036_001",0.3976473,"Startle response","2ur8q8tqvo141n8",""
"MGI:1920081","Dhx30","C57BL","E9.5","IMPC_GEL_024_001",0.7767533,"Branchial arch morphology","2urpl2ml47168um",""
"MGI:1920081","Dhx30","C57BL","E12.5","IMPC_ECH_012_001",0.7337572,"LVPWs","2ut33s5j0w1v1t5",""
